chromosome,name,middle,start,end
4,S4_235381700,101.4645595,10146454,10146458
4,S4_235392819,101.464603,10146458,10166028
4,S4_235402710,101.8559647,10166028,10205066
4,S4_235452943,102.2453641,10205066,10228942
4,S4_235453212,102.3334701,10228942,10237761
4,S4_235453575,102.4217501,10237761,10246610
4,S4_235547932,102.5104523,10246610,10254598
4,S4_235599512,102.5815122,10254598,10261723
4,S4_235601592,102.6529405,10261723,10268888
4,S4_235726177,102.7248242,10268888,10272485
4,S4_235728596,102.7248677,10272485,10272489
4,S4_235738828,102.7249111,10272489,10293701
4,S4_235761481,103.1491008,10293701,10314912
4,S4_235761578,103.1491443,10314912,10314917
4,S4_236093475,103.1491878,10314917,10320147
4,S4_236104807,103.2537566,10320147,10330593
4,S4_236155434,103.3580978,10330593,10335812
4,S4_236172014,103.3581413,10335812,10346348
4,S4_236367213,103.5688176,10346348,10356884
4,S4_236371128,103.568861,10356884,10400576
4,S4_236392721,104.4426568,10400576,10444268
4,S4_236394804,104.4427003,10444268,10444272
4,S4_236402153,104.4427438,10444272,10444277
4,S4_236402289,104.4427873,10444277,10466432
4,S4_236412403,104.8858459,10466432,10492287
4,S4_236413402,104.9598863,10492287,10499686
4,S4_236413524,105.0338397,10499686,10507075
4,S4_236472653,105.1076523,10507075,10510767
4,S4_236479062,105.1076958,10510767,10516310
4,S4_236555470,105.218507,10516310,10527405
4,S4_236560117,105.3295996,10527405,10532962
4,S4_236571592,105.3296431,10532962,10536738
4,S4_236572281,105.4051238,10536738,10544261
4,S4_236648050,105.4800954,10544261,10551737
4,S4_236648145,105.5546448,10551737,10555467
4,S4_236732746,105.5546883,10555467,10560909
4,S4_236732861,105.6634836,10560909,10571758
4,S4_236879237,105.7716827,10571758,10577170
4,S4_236951909,105.7717262,10577170,10577175
4,S4_236952511,105.7717697,10577175,10700455
4,S4_236965943,108.2373351,10700455,10823736
4,S4_237033408,108.2373786,10823736,10827216
4,S4_237041732,108.3069317,10827216,10834157
4,S4_237140361,108.3762033,10834157,10841068
4,S4_237141737,108.4451603,10841068,10844518
4,S4_237142617,108.4452038,10844518,10854965
4,S4_237144656,108.6540918,10854965,10865411
4,S4_237146295,108.6541352,10865411,10870663
4,S4_237148829,108.7591263,10870663,10881152
4,S4_237149414,108.8639228,10881152,10896969
4,S4_237258784,109.0754561,10896969,10907548
4,S4_237269337,109.0754996,10907548,10907552
4,S4_237269583,109.075543,10907552,10918356
4,S4_237271415,109.2915842,10918356,10939898
4,S4_237317948,109.5063794,10939898,10950640
4,S4_237391755,109.5064229,10950640,10957673
4,S4_237392704,109.6470464,10957673,10971753
4,S4_237443674,109.7880178,10971753,10985871
4,S4_237455343,109.9294113,10985871,11003655
4,S4_237488803,110.1436974,11003655,11019872
4,S4_237498075,110.2537385,11019872,11030921
4,S4_237498302,110.3646904,11030921,11036471
4,S4_237499145,110.3647339,11036471,11047397
4,S4_237503060,110.5832132,11047397,11058323
4,S4_237505260,110.5832567,11058323,11061931
4,S4_237508790,110.655368,11061931,11069138
4,S4_237510142,110.7273924,11069138,11076336
4,S4_237522159,110.7993298,11076336,11079935
4,S4_237523167,110.7993733,11079935,11112047
4,S4_237600710,111.4415671,11112047,11144162
4,S4_237608512,111.4416644,11144162,11144169
4,S4_237610216,111.4417079,11144169,11144173
4,S4_237618792,111.4417513,11144173,11147712
4,S4_237679004,111.5124966,11147712,11154810
4,S4_237682064,111.5836972,11154810,11161948
4,S4_237682232,111.6552662,11161948,11165529
4,S4_237687969,111.6553097,11165529,11192526
4,S4_237711763,112.1952076,11192526,11219523
4,S4_237712221,112.1952511,11219523,11246522
4,S4_237767496,112.7351823,11246522,11273520
4,S4_237767757,112.7352257,11273520,11273525
4,S4_237776532,112.7352692,11273525,11273529
4,S4_237777536,112.7353127,11273529,11278826
4,S4_237777913,112.8412145,11278826,11289405
4,S4_237868425,112.9468885,11289405,11294691
4,S4_237954033,112.946932,11294691,11305360
4,S4_238008062,113.1602741,11305360,11316030
4,S4_238042476,113.1603176,11316030,11316034
4,S4_238049548,113.1603611,11316034,11316038
4,S4_238049825,113.1604046,11316038,11316045
4,S4_238056221,113.1605018,11316045,11316055
4,S4_238056437,113.160599,11316055,11368998
4,S4_238115667,114.2193691,11368998,11421939
4,S4_238115771,114.2194126,11421939,11434878
4,S4_238120927,114.478153,11434878,11447827
4,S4_238122790,114.478391,11447827,11447851
4,S4_238123025,114.4786289,11447851,11447865
4,S4_238123292,114.4786724,11447865,11463969
4,S4_238218229,114.8007155,11463969,11480074
4,S4_238219007,114.800759,11480074,11496279
4,S4_238222686,115.1248181,11496279,11512484
4,S4_238226008,115.1248616,11512484,11523176
4,S4_238227895,115.338659,11523176,11550154
4,S4_238229630,115.6644195,11550154,11566444
4,S4_238275483,115.664463,11566444,11574705
4,S4_238297872,115.8296338,11574705,11591280
4,S4_238298000,115.9959635,11591280,11599599
4,S4_238308568,115.996007,11599599,11621178
4,S4_238316443,116.4275447,11621178,11642757
4,S4_238316630,116.4275882,11642757,11653402
4,S4_238329463,116.6404544,11653402,11664048
4,S4_238333670,116.6404978,11664048,11674693
4,S4_238356859,116.853364,11674693,11685339
4,S4_238356952,116.8534075,11685339,11695939
4,S4_238359882,117.0653629,11695939,11706538
4,S4_238361812,117.0654064,11706538,11711834
4,S4_238363611,117.171275,11711834,11722455
4,S4_238425471,117.2778265,11722455,11727785
4,S4_238744803,117.27787,11727785,11733130
4,S4_238760804,117.3847363,11733130,11743806
4,S4_238767414,117.4913748,11743806,11754458
4,S4_238932049,117.5977857,11754458,11759781
4,S4_238933414,117.5978292,11759781,11775963
4,S4_238951450,117.9214329,11775963,11792145
4,S4_238958350,117.9214764,11792145,11795770
4,S4_238985463,117.9939229,11795770,11803008
4,S4_238991104,118.0662287,11803008,11810234
4,S4_238994544,118.1384476,11810234,11813847
4,S4_239003973,118.1384911,11813847,11813851
4,S4_239004051,118.1385345,11813851,11824841
4,S4_239078634,118.358293,11824841,11846760
4,S4_239081136,118.576913,11846760,11861339
4,S4_239092353,118.6498687,11861339,11868653
4,S4_239093380,118.7231927,11868653,11876008
4,S4_239094829,118.7969721,11876008,11893415
4,S4_239126625,119.0713188,11893415,11907134
4,S4_239140366,119.0713623,11907134,11920927
4,S4_239145514,119.3471826,11920927,11961993
4,S4_239152627,119.8926736,11961993,11989270
4,S4_239152693,119.8927171,11989270,12010617
4,S4_239219851,120.3196265,12010617,12031965
4,S4_239225581,120.31967,12031965,12053179
4,S4_239323303,120.7439134,12053179,12074394
4,S4_239343387,120.7439569,12074394,12084950
4,S4_239413509,120.9550348,12084950,12095506
4,S4_239419710,120.9550783,12095506,12106062
4,S4_239436842,121.1661561,12106062,12116618
4,S4_239440850,121.1661996,12116618,12123813
4,S4_239477645,121.3100645,12123813,12138269
4,S4_239479828,121.455316,12138269,12152870
4,S4_239482731,121.6020744,12152870,12160210
4,S4_239510516,121.6021179,12160210,12165687
4,S4_239521894,121.7116167,12165687,12176590
4,S4_239627235,121.8201842,12176590,12182021
4,S4_239650920,121.8202277,12182021,12182025
4,S4_239680478,121.8202712,12182025,12189127
4,S4_239683343,121.9622608,12189127,12203305
4,S4_239690808,122.1038488,12203305,12217429
4,S4_239702720,122.2447332,12217429,12224475
4,S4_239703196,122.2447767,12224475,12224480
4,S4_239733772,122.2448202,12224480,12229775
4,S4_239789934,122.3506887,12229775,12240396
4,S4_239789999,122.4572403,12240396,12245726
4,S4_239796959,122.4572838,12245726,12245731
4,S4_239803152,122.4573273,12245731,12278822
4,S4_239933797,123.1191083,12278822,12311913
4,S4_239934809,123.1191518,12311913,12311917
4,S4_240226505,123.1191953,12311917,12315580
4,S4_240236901,123.1924119,12315580,12322895
4,S4_240251459,123.2654877,12322895,12330198
4,S4_240251556,123.3384766,12330198,12333850
4,S4_240253960,123.3385201,12333850,12337494
4,S4_240322129,123.4113682,12337494,12344775
4,S4_240329316,123.4841294,12344775,12352048
4,S4_240330666,123.5568369,12352048,12355686
4,S4_240337638,123.5568804,12355686,12355690
4,S4_240413624,123.5569238,12355690,12377595
4,S4_240446827,123.9949858,12377595,12399501
4,S4_240523259,123.9950293,12399501,12399503
4,S4_240528617,123.9950294,12399503,12399505
4,S4_240539996,123.9950728,12399505,12421463
4,S4_240545199,124.4341863,12421463,12443421
4,S4_240613762,124.4342298,12443421,12443423
4,S4_240712531,124.4342299,12443423,12443423
4,S4_240712803,124.43423,12443423,12443423
4,S4_240712975,124.4342301,12443423,12443423
4,S4_240738528,124.4342302,12443423,12443423
4,S4_240743437,124.4342303,12443423,12443423
4,S4_240811747,124.4342304,12443423,12443423
4,S4_240840013,124.4342305,12443423,12443423
4,S4_241029621,124.4342306,12443423,12443423
4,S4_241029826,124.4342307,12443423,12443423
5,S5_534477,0.0,0,0
5,S5_536169,1e-07,0,0
5,S5_600673,2e-07,0,0
5,S5_646731,3e-07,0,0
5,S5_657168,4e-07,0,0
5,S5_658175,5e-07,0,0
5,S5_659057,6e-07,0,0
5,S5_659843,7e-07,0,0
5,S5_671587,8e-07,0,0
5,S5_682373,9e-07,0,0
5,S5_814310,1e-06,0,3698
5,S5_814849,0.073954368,3698,11114
5,S5_883858,0.148329886,11114,18572
5,S5_883982,0.223107027,18572,22313
5,S5_938066,0.22315051,22313,27836
5,S5_939262,0.333560065,27836,38888
5,S5_946999,0.444197306,38888,44422
5,S5_1063039,0.444240789,44422,44426
5,S5_1088416,0.444284273,44426,66639
5,S5_1090877,0.888502007,66639,88852
5,S5_1100370,0.888545491,88852,88857
5,S5_1258801,0.888588975,88857,92579
5,S5_1315634,0.962997712,92579,100000
5,S5_1357125,1.037004829,100000,107380
5,S5_1442651,1.110589794,107380,111061
5,S5_1443038,1.110633278,111061,118252
5,S5_1491098,1.254411183,118252,132607
5,S5_1491295,1.397733715,132607,146918
5,S5_1525669,1.540634092,146918,154066
5,S5_1543548,1.540677576,154066,164803
5,S5_1544753,1.755385803,164803,175541
5,S5_1545967,1.755429287,175541,196937
5,S5_1551685,2.183303238,196937,218332
5,S5_1552118,2.183346722,218332,218337
5,S5_1731640,2.183390206,218337,228806
5,S5_1822344,2.392733562,228806,239276
5,S5_1846464,2.392777046,239276,244568
5,S5_1872923,2.498591826,244568,255194
5,S5_1874148,2.605284129,255194,260531
5,S5_1977307,2.605327613,260531,272996
5,S5_2111172,2.854596891,272996,285462
5,S5_2111329,2.854640375,285462,285466
5,S5_2119690,2.854683859,285466,285471
5,S5_2119981,2.854727343,285471,348822
5,S5_2137843,4.121716785,348822,412174
5,S5_2147943,4.121760269,412174,417384
5,S5_2148538,4.2259275,417384,427790
5,S5_2176572,4.329867046,427790,432989
5,S5_2185645,4.32991053,432989,432993
5,S5_2188590,4.329954014,432993,464762
5,S5_2249368,4.965287823,464762,496531
5,S5_2249952,4.965331307,496531,496533
5,S5_2299194,4.965331407,496533,496535
5,S5_2310246,4.96537489,496535,508212
5,S5_2311581,5.198864128,508212,531457
5,S5_2315476,5.430283629,531457,543031
5,S5_2316056,5.430327113,543031,543035
5,S5_2379707,5.430370597,543035,554486
5,S5_2400447,5.659351953,554486,565937
5,S5_2473045,5.659395437,565937,593012
5,S5_2494674,6.200854115,593012,622271
5,S5_2497007,6.244560454,622271,626641
5,S5_2522116,6.288266793,626641,628829
5,S5_2538601,6.288310277,628829,642629
5,S5_2578593,6.564271291,642629,670073
5,S5_2582328,6.837198035,670073,683729
5,S5_2582705,6.837382235,683729,683740
5,S5_2748475,6.837425719,683740,689318
5,S5_2763185,6.948940484,689318,700507
5,S5_2766867,7.061192055,700507,706121
5,S5_2784657,7.061235539,706121,711820
5,S5_2788791,7.175167879,711820,723168
5,S5_2807357,7.288189476,723168,728821
5,S5_2814452,7.28823296,728821,750738
5,S5_2923663,7.726522589,750738,772654
5,S5_2924667,7.726566073,772654,777614
5,S5_2925175,7.82571638,777614,787520
5,S5_3052688,7.92469275,787520,792471
5,S5_3258458,7.924736234,792471,792476
5,S5_3290005,7.924779718,792476,792480
5,S5_3290426,7.924823202,792480,799088
5,S5_3291747,8.056940199,799088,812298
5,S5_3325668,8.189023978,812298,825501
5,S5_3326524,8.321000257,825501,832102
5,S5_3403491,8.321043741,832102,832107
5,S5_3408235,8.321087225,832107,832111
5,S5_3412198,8.321130709,832111,832115
5,S5_3412478,8.321174193,832115,892763
5,S5_3423955,9.534085863,892763,953411
5,S5_3425443,9.534129347,953411,953415
5,S5_3425773,9.534172831,953415,953419
5,S5_3426804,9.534216315,953419,953424
5,S5_3427083,9.534259799,953424,953428
5,S5_3428328,9.534303282,953428,953433
5,S5_3429361,9.534346766,953433,958450
5,S5_3432063,9.634656031,958450,968520
5,S5_3498717,9.735735321,968520,973576
5,S5_3555730,9.735778805,973576,978586
5,S5_3602334,9.835947352,978586,988613
5,S5_3641214,9.936310367,988613,993633
5,S5_3641381,9.93635385,993633,993638
5,S5_3674035,9.936397334,993638,1031869
5,S5_3733340,10.70099004,1031869,1070101
5,S5_3733702,10.70103352,1070101,1073636
5,S5_3778261,10.7716918,1073636,1077174
5,S5_3778506,10.77178903,1077174,1077184
5,S5_3778586,10.77188626,1077184,1086200
5,S5_3779223,10.95212061,1086200,1104276
5,S5_3780616,11.13340643,1104276,1113343
5,S5_3783054,11.13344992,1113343,1113347
5,S5_3956556,11.1334934,1113347,1120137
5,S5_3979737,11.26924069,1120137,1133778
5,S5_3996486,11.40632088,1133778,1147554
5,S5_4000280,11.54476718,1147554,1163162
5,S5_4039288,11.71847773,1163162,1180481
5,S5_4039621,11.8911368,1180481,1222816
5,S5_4102006,12.56517693,1222816,1256523
5,S5_4155845,12.56527417,1256523,1256530
5,S5_4156511,12.56531765,1256530,1256537
5,S5_4161089,12.56541488,1256537,1275057
5,S5_4198254,12.93571787,1275057,1312493
5,S5_4201245,13.31413883,1312493,1356508
5,S5_4218646,13.81601599,1356508,1381604
5,S5_4336201,13.81605948,1381604,1386897
5,S5_4351281,13.92187426,1386897,1397522
5,S5_4351381,14.02856656,1397522,1402859
5,S5_4365372,14.02861004,1402859,1413348
5,S5_4426124,14.23835503,1413348,1423838
5,S5_4516411,14.23839851,1423838,1434155
5,S5_4581701,14.44470763,1434155,1444473
5,S5_4583159,14.44475112,1444473,1452121
5,S5_4583323,14.59766486,1452121,1467378
5,S5_4587429,14.74989554,1467378,1474992
5,S5_4587560,14.74993903,1474992,1490366
5,S5_4589478,15.05737349,1490366,1505742
5,S5_4603359,15.05747072,1505742,1505752
5,S5_4606332,15.05756796,1505752,1516093
5,S5_4606779,15.26429924,1516093,1526432
5,S5_4608846,15.26434272,1526432,1529882
5,S5_4611467,15.3332997,1529882,1536782
5,S5_4616653,15.40234366,1536782,1543691
5,S5_4619821,15.47147458,1543691,1547150
5,S5_4620326,15.47151806,1547150,1550689
5,S5_4664442,15.54226331,1550689,1557786
5,S5_4664619,15.61346392,1557786,1564925
5,S5_4665190,15.68503294,1564925,1568505
5,S5_4665471,15.68507642,1568505,1573791
5,S5_4671897,15.79075049,1573791,1584370
5,S5_4671978,15.89665223,1584370,1605511
5,S5_4674432,16.21355801,1605511,1621358
5,S5_4675918,16.21360149,1621358,1626756
5,S5_4676033,16.32151919,1626756,1637576
5,S5_4690660,16.42999976,1637576,1648458
5,S5_4759888,16.53916339,1648458,1653919
5,S5_4760701,16.53920687,1653919,1664704
5,S5_4762193,16.75487961,1664704,1675490
5,S5_4945750,16.75492309,1675490,1686321
5,S5_4946166,16.97150658,1686321,1697153
5,S5_4969466,16.97155006,1697153,1702609
5,S5_5017172,17.08062672,1702609,1713468
5,S5_5017944,17.18873889,1713468,1718876
5,S5_5028901,17.18878237,1718876,1722408
5,S5_5031521,17.2593869,1722408,1729465
5,S5_5057682,17.32990446,1729465,1736509
5,S5_5059647,17.4002813,1736509,1740030
5,S5_5228622,17.40032479,1740030,1772009
5,S5_5253233,18.03985241,1772009,1803990
5,S5_5254200,18.03994965,1803990,1809256
5,S5_5323301,18.14516834,1809256,1819789
5,S5_5323505,18.25061471,1819789,1825064
5,S5_5347197,18.2506582,1825064,1830350
5,S5_5378673,18.35633226,1830350,1840928
5,S5_5378919,18.46223401,1840928,1846226
5,S5_5382787,18.46227749,1846226,1862311
5,S5_5435817,18.78395215,1862311,1894906
5,S5_5489562,19.11416684,1894906,1911419
5,S5_5489627,19.11421032,1911419,1915082
5,S5_5549438,19.18742688,1915082,1922388
5,S5_5572089,19.26032879,1922388,1929662
5,S5_5577090,19.33291605,1929662,1944169
5,S5_5619588,19.55046405,1944169,1955049
5,S5_5796175,19.55050753,1955049,1971584
5,S5_5798920,19.88117761,1971584,2004495
5,S5_5800455,20.20872641,2004495,2033401
5,S5_5890495,20.45929539,2033401,2045932
5,S5_5890773,20.45933887,2045932,2045936
5,S5_5891161,20.45938235,2045936,2045947
5,S5_5892581,20.45956655,2045947,2067931
5,S5_5904644,20.89904845,2067931,2126599
5,S5_5904725,21.6329319,2126599,2193621
5,S5_5924169,22.23948789,2193621,2223954
5,S5_5924352,22.23958512,2223954,2223961
5,S5_6113712,22.23962861,2223961,2223965
5,S5_6133163,22.23967209,2223965,2223969
5,S5_6140643,22.23971557,2223969,2292041
5,S5_6278336,23.60110824,2292041,2360116
5,S5_6280391,23.60120547,2360116,2360123
5,S5_6334007,23.60124895,2360123,2365616
5,S5_6336992,23.71106242,2365616,2376563
5,S5_6358033,23.82019283,2376563,2392897
5,S5_6358869,24.03774082,2392897,2414558
5,S5_6371266,24.25341355,2414558,2425344
5,S5_6438849,24.25345704,2425344,2446518
5,S5_6442907,24.67690985,2446518,2467693
5,S5_6444024,24.67695333,2467693,2467698
5,S5_6444273,24.67699682,2467698,2499005
5,S5_6505360,25.30310643,2499005,2530313
5,S5_6543540,25.30314992,2530313,2530317
5,S5_6544396,25.3031934,2530317,2537196
5,S5_6545465,25.44072896,2537196,2550975
5,S5_6568411,25.57877365,2550975,2564795
5,S5_6568953,25.71713298,2564795,2571715
5,S5_6569642,25.71717647,2571715,2571720
5,S5_6617875,25.71721995,2571720,2577013
5,S5_6674488,25.82303473,2577013,2587638
5,S5_6675735,25.92972704,2587638,2592975
5,S5_6680168,25.92977052,2592975,2624753
5,S5_6683468,26.56529883,2624753,2656535
5,S5_6685925,26.56539606,2656535,2656544
5,S5_6688429,26.56549329,2656544,2656552
5,S5_6802784,26.56553678,2656552,2656556
5,S5_6831540,26.56558026,2656556,2667048
5,S5_6857693,26.77537899,2667048,2677540
5,S5_6884186,26.77542248,2677540,2733076
5,S5_6906588,27.88610485,2733076,2788613
5,S5_6906875,27.88614833,2788613,2788617
5,S5_6909159,27.88619181,2788617,2788621
5,S5_6918378,27.8862353,2788621,2799793
5,S5_6923635,28.10962408,2799793,2822207
5,S5_6982015,28.33451972,2822207,2833454
5,S5_7001502,28.3345632,2833454,2833466
5,S5_7115482,28.3347474,2833466,2854785
5,S5_7126581,28.76095316,2854785,2892831
5,S5_7129982,29.09567583,2892831,2942049
5,S5_7133975,29.74530538,2942049,2974535
5,S5_7134160,29.74540261,2974535,2974542
5,S5_7139717,29.7454461,2974542,2986347
5,S5_7148573,29.98149367,2986347,2998152
5,S5_7244986,29.98153715,2998152,3009902
5,S5_7255832,30.21650003,3009902,3021652
5,S5_7267703,30.21654351,3021652,3027450
5,S5_7293481,30.33245859,3027450,3039003
5,S5_7357086,30.44760364,3039003,3044763
5,S5_7443311,30.44764712,3044763,3056294
5,S5_7444457,30.67824283,3056294,3067826
5,S5_7458122,30.67828632,3067826,3073904
5,S5_7460043,30.79979388,3073904,3086036
5,S5_7527500,30.92093305,3086036,3098135
5,S5_7574245,31.04175755,3098135,3110178
5,S5_7574358,31.16181204,3110178,3122241
5,S5_7575653,31.28300495,3122241,3134418
5,S5_7589025,31.40535682,3134418,3163784
5,S5_7598783,31.87031909,3163784,3187034
5,S5_7624451,31.87036258,3187034,3198488
5,S5_7688527,32.09939768,3198488,3209942
5,S5_7767797,32.09944117,3209942,3215703
5,S5_7773038,32.21461944,3215703,3227207
5,S5_7774408,32.32951627,3227207,3232954
5,S5_7881579,32.32955975,3232954,3267533
5,S5_7983110,33.02110465,3267533,3302113
5,S5_8175979,33.02114813,3302113,3305859
5,S5_8183843,33.09603277,3305859,3313329
5,S5_8260997,33.170549,3313329,3320767
5,S5_8262455,33.24478381,3320767,3324481
5,S5_8342677,33.24482729,3324481,3346840
5,S5_8350091,33.69197194,3346840,3369199
5,S5_9372823,33.69201542,3369199,3372952
5,S5_9376016,33.76702025,3372952,3380432
5,S5_9376787,33.84162345,3380432,3387878
5,S5_9399295,33.91594522,3387878,3424638
5,S5_9617135,34.57681537,3424638,3457682
5,S5_9736441,34.57681547,3457682,3457684
5,S5_9807262,34.57685895,3457684,3457688
5,S5_9807346,34.57690243,3457688,3490796
5,S5_9812927,35.23901872,3490796,3523904
5,S5_9813020,35.2390622,3523904,3523908
5,S5_9823170,35.23910569,3523908,3545680
5,S5_9904491,35.67450163,3545680,3567452
5,S5_9908747,35.67454512,3567452,3567457
5,S5_10009468,35.6745886,3567457,3567464
5,S5_10009537,35.67468583,3567464,3584073
5,S5_10011503,36.00677583,3584073,3617273
5,S5_10078203,36.33869189,3617273,3633871
5,S5_10106465,36.33873537,3633871,3633878
5,S5_10107064,36.3388326,3633878,3673584
5,S5_10119093,37.13285567,3673584,3713288
5,S5_10119485,37.13289915,3713288,3713292
5,S5_10119940,37.13294264,3713292,3739959
5,S5_10173036,37.6662291,3739959,3766632
5,S5_10173651,37.6664133,3766632,3766644
5,S5_10204837,37.66645679,3766644,3772173
5,S5_10213489,37.77700706,3772173,3783274
5,S5_10213678,37.88846807,3783274,3788849
5,S5_10279269,37.88851156,3788849,3788853
5,S5_10279352,37.88855504,3788853,3788858
5,S5_10279782,37.88859853,3788858,3821683
5,S5_10312306,38.54506762,3821683,3854509
5,S5_10316839,38.5451111,3854509,3865045
5,S5_10415704,38.75578737,3865045,3875581
5,S5_11088026,38.75583086,3875581,3879047
5,S5_11350053,38.82510249,3879047,3885958
5,S5_11374546,38.89405948,3885958,3892840
5,S5_11374698,38.96273503,3892840,3896276
5,S5_11375486,38.96277851,3896276,3917093
5,S5_11455816,39.37907779,3917093,3937910
5,S5_11490848,39.37912127,3937910,3953394
5,S5_11594577,39.68876623,3953394,3974211
5,S5_11689944,39.79545853,3974211,3984839
5,S5_11738311,39.90132706,3984839,3995385
5,S5_11782904,40.00637181,3995385,4000639
5,S5_11784140,40.0064153,4000639,4020232
5,S5_11798510,40.39823238,4020232,4039825
5,S5_11818682,40.39827587,4039825,4059418
5,S5_11847841,40.79009295,4059418,4079011
5,S5_11883037,40.79013644,4079011,4079016
5,S5_11886762,40.79017992,4079016,4098800
5,S5_11894380,41.18582197,4098800,4118584
5,S5_11898892,41.18586546,4118584,4118589
5,S5_11905019,41.18590894,4118589,4123526
5,S5_11906933,41.28460388,4123526,4133358
5,S5_11921434,41.38256201,4133358,4138258
5,S5_11924163,41.38260549,4138258,4147918
5,S5_11986810,41.57574676,4147918,4157577
5,S5_12032940,41.57579025,4157577,4162457
5,S5_12191975,41.67334675,4162457,4172173
5,S5_12192206,41.77011271,4172173,4177013
5,S5_12231392,41.77015619,4177013,4186525
5,S5_12270342,41.96035021,4186525,4196037
5,S5_12274880,41.96039369,4196037,4199262
5,S5_12364708,42.02484288,4199262,4205724
5,S5_12375943,42.08962725,4205724,4212218
5,S5_12376633,42.15472628,4212218,4215475
5,S5_12387387,42.15476977,4215475,4215479
5,S5_12387970,42.15481325,4215479,4215483
5,S5_12388148,42.15485673,4215483,4225509
5,S5_12389572,42.35532509,4225509,4245665
5,S5_12534120,42.55797066,4245665,4255799
5,S5_12535000,42.55801415,4255799,4265828
5,S5_12547275,42.75853625,4265828,4275856
5,S5_12661298,42.75857973,4275856,4286047
5,S5_13075448,42.96236375,4286047,4299650
5,S5_13076112,43.03063768,4299650,4306472
5,S5_13080801,43.09880411,4306472,4313284
5,S5_13138060,43.16688358,4313284,4321800
5,S5_13139933,43.26912182,4321800,4332033
5,S5_13177655,43.37153401,4332033,4337156
5,S5_13192956,43.37157749,4337156,4347494
5,S5_13257329,43.57830877,4347494,4357833
5,S5_13276254,43.57835226,4357833,4357837
5,S5_13276335,43.57839574,4357837,4357842
5,S5_13276661,43.57843923,4357842,4365836
5,S5_13301323,43.73827838,4365836,4381777
5,S5_13302919,43.89726055,4381777,4389728
5,S5_13304010,43.89730403,4389728,4405406
5,S5_13305487,44.21080709,4405406,4421083
5,S5_13307504,44.21085057,4421083,4421087
5,S5_13310399,44.21089405,4421087,4421092
5,S5_13391638,44.21093754,4421092,4421096
5,S5_13427902,44.21098102,4421096,4441486
5,S5_13505921,44.61874004,4441486,4461876
5,S5_13721708,44.61878353,4461876,4461881
5,S5_13726886,44.61882701,4461881,4461885
5,S5_13738473,44.6188705,4461885,4461892
5,S5_13738631,44.61896773,4461892,4524541
5,S5_13798501,45.87184931,4524541,4597519
5,S5_13801593,46.07852684,4597519,4607855
5,S5_14023983,46.07857032,4607855,4607859
5,S5_14054010,46.0786138,4607859,4607864
5,S5_14102009,46.07865729,4607864,4622793
5,S5_14102679,46.37720388,4622793,4645504
5,S5_14107552,46.5328704,4645504,4661089
5,S5_14134012,46.68890532,4661089,4672777
5,S5_14137449,46.76662968,4672777,4676665
5,S5_14150549,46.76667316,4676665,4702346
5,S5_14178303,47.28024556,4702346,4728027
5,S5_14178574,47.28028905,4728027,4753345
5,S5_14472560,47.78662069,4753345,4778664
5,S5_14474006,47.78666418,4778664,4778669
5,S5_14477593,47.78670766,4778669,4778673
5,S5_14477938,47.78675114,4778673,4783661
5,S5_14511498,47.88646432,4783661,4793604
5,S5_14587356,47.98561463,4793604,4808487
5,S5_14588344,48.18412076,4808487,4818414
5,S5_14609277,48.18416424,4818414,4838397
5,S5_14642466,48.58378468,4838397,4858381
5,S5_14642632,48.58382817,4858381,4858385
5,S5_14753005,48.58387165,4858385,4858389
5,S5_14761264,48.58391513,4858389,4868418
5,S5_14802852,48.78443724,4868418,4878446
5,S5_14854208,48.78448072,4878446,4878450
5,S5_14854310,48.7845242,4878450,4878455
5,S5_14856948,48.78456769,4878455,4878462
5,S5_14900769,48.78466492,4878462,4899210
5,S5_15014762,49.19954424,4899210,4940677
5,S5_15109833,49.61400138,4940677,4961405
5,S5_15137526,49.61409861,4961405,4961415
5,S5_15183461,49.61419585,4961415,4961422
5,S5_15187354,49.61423933,4961422,4961424
5,S5_15448304,49.61423943,4961424,4961426
5,S5_15448370,49.61428292,4961426,4961430
5,S5_15455551,49.6143264,4961430,4976564
5,S5_15516423,49.91695878,4976564,5006829
5,S5_15546896,50.21962437,5006829,5021965
5,S5_15550940,50.21966786,5021965,5021969
5,S5_15551681,50.21971134,5021969,5021973
5,S5_15770224,50.21975482,5021973,5021978
5,S5_15772916,50.21979831,5021978,5021982
5,S5_15800655,50.21984179,5021982,5036817
5,S5_15958914,50.51649256,5036817,5051651
5,S5_15959590,50.51653605,5051651,5059120
5,S5_15959695,50.66587324,5059120,5073973
5,S5_16091757,50.8135961,5073973,5081362
5,S5_16092310,50.81363958,5081362,5081366
5,S5_16096087,50.81368306,5081366,5081370
5,S5_16099811,50.81372655,5081370,5081375
5,S5_16100310,50.81377003,5081375,5120220
5,S5_16217080,51.59062255,5120220,5159064
5,S5_16303667,51.59066604,5159064,5159069
5,S5_16321046,51.59070952,5159069,5159073
5,S5_16321335,51.590753,5159073,5159077
5,S5_16852485,51.59079649,5159077,5240658
5,S5_17228704,53.22236502,5240658,5322239
5,S5_17229343,53.2224085,5322239,5322243
5,S5_17229462,53.22245198,5322243,5322247
5,S5_17352813,53.22249547,5322247,5327407
5,S5_17376054,53.32564446,5327407,5337683
5,S5_17376149,53.42802342,5337683,5352847
5,S5_17377406,53.62891393,5352847,5362894
